name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town
Dental Care Dunedin,"504 George Street, Dunedin North, Dunedin 9016, New Zealand",03 477 8751,+64 3 477 8751,https://dunedindentalcare.nz/,5,26,OPERATIONAL,https://maps.google.com/?cid=5884053572004212434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Dentistry on Highgate (Smith Dental Ltd t/a Dentistry on Highgate),"289B Highgate, Roslyn, Dunedin 9010, New Zealand",03 474 0029,+64 3 474 0029,https://www.dunedindentists.nz/,4.4,7,OPERATIONAL,https://maps.google.com/?cid=18261763617544474889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Dentistry On Musselburgh,"84 Musselburgh Rise Left, Musselburgh, Dunedin 9013, New Zealand",03 455 0621,+64 3 455 0621,https://www.dentistdunedin.co.nz/make-an-appointment/,4.4,10,OPERATIONAL,https://maps.google.com/?cid=4948104744127989791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Otago,Dunedin
Dunbar Wilson Dental,"55 Crawford Street, Dunedin 9016, New Zealand",03 477 9765,+64 3 477 9765,http://dunbarwilson.co.nz/,4.8,17,OPERATIONAL,https://maps.google.com/?cid=17746400324209057229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Duncroft Radiology,"John Wickliffe House, Level 7/265 Princes Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 1447,+64 3 477 1447,,5,1,OPERATIONAL,https://maps.google.com/?cid=15334987142132018069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,needs_verification,Otago,Dunedin
Dunedin Dental,"Dunedin Dental Building 1/169 Princes Street, Central City, Dunedin 9016, New Zealand",03 477 4829,+64 3 477 4829,http://www.dunedindental.co.nz/,4.9,86,OPERATIONAL,https://maps.google.com/?cid=7793601166292115151&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 8:00 PM; Thursday: 8:30 AM – 8:00 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Dunedin Hospital,"201 Great King Street, Central Dunedin, Dunedin 9016, New Zealand",03 474 0999,+64 3 474 0999,https://www.southernhealth.nz/services/dunedin-hospital,3.6,233,OPERATIONAL,https://maps.google.com/?cid=15768077867731236123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,needs_verification,Otago,Dunedin
Dunedin Orthodontics,"Burns House Level 4/10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 6655,+64 3 477 6655,http://www.dunedinortho.co.nz/,4.9,80,OPERATIONAL,https://maps.google.com/?cid=13749799383749974795&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:30 AM – 1:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: Closed; Friday: 8:30 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Dunedin South Community Oral Health Clinic,"225 Macandrew Road, South Dunedin, Dunedin 9012, New Zealand",0800 672 543,+64 800 672 543,https://www.southernhealth.nz/services/dunedin-south-community-oral-health-clinic,4.2,6,OPERATIONAL,https://maps.google.com/?cid=16683903948390164492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Dunedin Urgent Doctors & Accident Centre,"18 Filleul Street, Central Dunedin, Dunedin 9016, New Zealand",03 479 2900,+64 3 479 2900,http://www.dunedinurgentdoctors.co.nz/,3.1,149,OPERATIONAL,https://maps.google.com/?cid=15075404216865568451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM,needs_verification,Otago,Dunedin
Faculty of Dentistry,"310 Great King Street North, Dunedin North, Dunedin 9016, New Zealand",03 479 8889,+64 3 479 8889,http://www.otago.ac.nz/dentistry,3.6,46,OPERATIONAL,https://maps.google.com/?cid=4357133845065247946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Fiona Firth Orthodontics (Unison Dental Specialists),"Level 9/8 Water Street, Central Dunedin, Dunedin 9016, New Zealand",021 223 3414,+64 21 223 3414,https://www.firthortho.co.nz/,5,2,OPERATIONAL,https://maps.google.com/?cid=10099918668125368588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 2:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Gardens Dental Dunedin,"26 Bank Street, North East Valley, Dunedin 9010, New Zealand",03 470 1391,+64 3 470 1391,https://gardensdental.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=10874384477524009593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Gardens Medical Centre,"26 Bank Street, North East Valley, Dunedin 9010, New Zealand",03 473 0144,+64 3 473 0144,https://gardenshealth.co.nz/,3.9,14,OPERATIONAL,https://maps.google.com/?cid=4600565785039098444&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,needs_verification,Otago,Dunedin
Gentle Dental,"10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 6071,+64 3 477 6071,http://www.gentdent.co.nz/,4.7,16,OPERATIONAL,https://maps.google.com/?cid=14609751413709223979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 8:15 AM – 4:15 PM; Friday: 8:15 AM – 4:15 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Gentle Hygiene and Therapy,"Burns House Level 5/10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 6071,+64 3 477 6071,https://www.gentdent.co.nz/hygiene-therapy/,5,5,OPERATIONAL,https://maps.google.com/?cid=12027226239796147259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 8:15 AM – 4:15 PM; Friday: 8:15 AM – 4:15 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,needs_verification,Otago,Dunedin
Green Island Dental Centre,"187 Main South Road, Green Island, Dunedin 9018, New Zealand",03 488 3129,+64 3 488 3129,http://greenislanddentist.co.nz/,4.4,10,OPERATIONAL,https://maps.google.com/?cid=3318153535925658829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Green Island Wellness Centre,"2 Jenkins Street, Green Island, Dunedin 9018, New Zealand",03 425 0006,+64 3 425 0006,http://www.chewdental.co.nz/,4.8,22,OPERATIONAL,https://maps.google.com/?cid=576341866791394590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 12:30 PM; Sunday: Closed,needs_verification,Otago,Dunedin
Harley Dentist,"Ward Street, Central Dunedin, Dunedin 9016, New Zealand",,,,,,OPERATIONAL,https://maps.google.com/?cid=3770133361158342579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Otago,Dunedin
Hauman Endodontics,"291E Highgate, Roslyn, Dunedin 9010, New Zealand",03 777 3270,+64 3 777 3270,http://endodontics.co.nz/,4.9,12,OPERATIONAL,https://maps.google.com/?cid=4044057658627882250&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,needs_verification,Otago,Dunedin
John Heenan Dental Care,"106 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 1783,+64 3 477 1783,,5,2,OPERATIONAL,https://maps.google.com/?cid=9847695412581878282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Otago,Dunedin
Kaikorai Dental Surgery,"19 Nairn Street, Kaikorai, Dunedin 9010, New Zealand",03 466 7043,+64 3 466 7043,https://www.dentist.co.nz/dentist-detail/dunedin/kaikorai-dental-centre/A11007263,3.9,10,OPERATIONAL,https://maps.google.com/?cid=4252811028409260391&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Otago,Dunedin
Kerr V M,"Burns House, Level 3, 10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 0900,+64 3 477 0900,,3,2,OPERATIONAL,https://maps.google.com/?cid=13807631626693730430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,needs_verification,Otago,Dunedin
Knight Dental Specialists,"Trevian House | Lower Ground Floor/60 Tennyson Street, Central Dunedin, Dunedin 9016, New Zealand",03 777 3990,+64 3 777 3990,http://www.knightdental.co.nz/,4.8,19,OPERATIONAL,https://maps.google.com/?cid=2574024117141237694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Knox Dental Centre | Lumino The Dentists,"483 George Street, Dunedin North, Dunedin 9016, New Zealand",03 477 1179,+64 3 477 1179,https://lumino.co.nz/dentists/knox-dental-dunedin/?utm_source=google%20my%20business&utm_medium=organic,4.7,36,OPERATIONAL,https://maps.google.com/?cid=6965575439471203202&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
LANZ.Dental,"248 Cumberland Street, Central Dunedin, Dunedin 9016, New Zealand",021 229 7070,+64 21 229 7070,http://www.lanz.dental/,,,OPERATIONAL,https://maps.google.com/?cid=6131003846147057933&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
London Street Specialists,"Vero House 34 London Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 3123,+64 3 477 3123,https://londonst.co.nz/,4.1,13,OPERATIONAL,https://maps.google.com/?cid=4186135094953242646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,needs_verification,Otago,Dunedin
McClea & Green Dental,"Burns House 7/10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 1783,+64 3 477 1783,https://www.mccleagreendental.nz/,5,5,OPERATIONAL,https://maps.google.com/?cid=12705461155025547945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Mornington Dental,"27 Mailer Street, Mornington, Dunedin 9011, New Zealand",03 453 4000,+64 3 453 4000,http://www.morningtondentist.co.nz/,4.6,14,OPERATIONAL,https://maps.google.com/?cid=15428379119544210756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Origin Oral Surgeons,"Level 1/123 Vogel Street, Central Dunedin, Dunedin 9016, New Zealand",03 471 8881,+64 3 471 8881,http://originsurgeons.nz/,5,73,OPERATIONAL,https://maps.google.com/?cid=15141242071381186594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Otago Dental Services,"83 Crawford Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 0106,+64 3 477 0106,http://www.otagodentalservice.co.nz/,4,6,OPERATIONAL,https://maps.google.com/?cid=1755153036980483012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Otago Oral Surgery & Implant Centre,"Smile Co. Dental Building 373 Princes Street, Central Dunedin, Dunedin 9016, New Zealand",03 972 7835,+64 3 972 7835,https://otagooralsurgery.nz/,5,26,OPERATIONAL,https://maps.google.com/?cid=17577388272447015704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: Closed; Wednesday: 8:30 AM – 4:30 PM; Thursday: Closed; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Otago Orthodontics,"86 Stuart Street, Central Dunedin, Dunedin 9058, New Zealand",03 477 6372,+64 3 477 6372,http://www.otago-orthodontics.co.nz/,5,103,OPERATIONAL,https://maps.google.com/?cid=572874627234992113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:15 AM – 5:00 PM; Tuesday: 8:15 AM – 5:00 PM; Wednesday: 8:15 AM – 5:00 PM; Thursday: 8:15 AM – 5:00 PM; Friday: 8:15 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Paterson Orthodontics,"55 Crawford Street, Central Dunedin, Dunedin 9016, New Zealand",021 244 9212,+64 21 244 9212,http://www.patersonortho.co.nz/,5,18,OPERATIONAL,https://maps.google.com/?cid=7806058284374063880&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 2:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Perry Adank Dental Surgery,"504 George Street, Dunedin North, Dunedin 9016, New Zealand",03 477 7553,+64 3 477 7553,http://www.dunedindentalcare.nz/,5,2,OPERATIONAL,https://maps.google.com/?cid=347042944776291646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Peter Ashton Dental Surgery,"504 George Street, Dunedin North, Dunedin 9016, New Zealand",03 477 4440,+64 3 477 4440,http://www.dunedindentalcare.nz/,,,OPERATIONAL,https://maps.google.com/?cid=16912883044878480973&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Pitt Street Dental Dunedin | Lumino The Dentists,"10 Pitt Street, Dunedin North, Dunedin 9016, New Zealand",03 477 0039,+64 3 477 0039,https://lumino.co.nz/dentists/pitt-street-dental-dunedin/?utm_source=google_business_profile&utm_medium=organic,4.3,38,OPERATIONAL,https://maps.google.com/?cid=3442354039727591080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Otago,Dunedin
Project Dental,"152 Hillside Road, South Dunedin, Dunedin 9012, New Zealand",03 455 3770,+64 3 455 3770,http://www.projectdental.co.nz/,3.8,26,OPERATIONAL,https://maps.google.com/?cid=11311306988309745754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Revitalise Dental Ltd,"Consultancy House 3rd floor/7 Bond Street, Central Dunedin, Dunedin 9016, New Zealand",03 425 0135,+64 3 425 0135,http://www.revitalisedental.co.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=731633498038927084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Smart Dental Care,"161 High Street, Central Dunedin, Dunedin 9016, New Zealand",03 453 5223,+64 3 453 5223,http://smartdental.co.nz/,4.8,26,OPERATIONAL,https://maps.google.com/?cid=7402459009418357120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 8:00 PM; Thursday: 8:30 AM – 8:00 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dental_clinic,Otago,Dunedin
Smile Co Dental,"373 Princes Street, Dunedin 9016, New Zealand",03 477 7993,+64 3 477 7993,https://www.smilecodental.nz/,4.8,31,OPERATIONAL,https://maps.google.com/?cid=7036295212244867717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
South Dunedin Dental Laboratory,"1 King Edward Street, Kensington, Dunedin 9012, New Zealand",03 456 4066,+64 3 456 4066,http://www.dentlab.co.nz/,5,18,OPERATIONAL,https://maps.google.com/?cid=2240571771381969640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin
Synergy Dental,"8 Water Street Level 7 John Wickliffe House, 265 Princes Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 1447,+64 3 477 1447,https://www.synergydental.co.nz/,4.7,93,OPERATIONAL,https://maps.google.com/?cid=3925472061899076606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 8:00 PM; Tuesday: 7:30 AM – 8:00 PM; Wednesday: 7:30 AM – 8:00 PM; Thursday: 7:30 AM – 8:00 PM; Friday: 8:30 AM – 4:30 PM; Saturday: 8:30 AM – 4:30 PM; Sunday: Closed,dental_clinic,Otago,Dunedin
Te Kaika Wellbeing Hub,"25 College Street, Caversham, Dunedin 9012, New Zealand",03 471 9960,+64 3 471 9960,http://tekaika.nz/,3,68,OPERATIONAL,https://maps.google.com/?cid=12717203116195650503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,needs_verification,Otago,Dunedin
The Dental Walrus,"27I Albany Street, Dunedin North, Dunedin 9016, New Zealand",03 470 1156,+64 3 470 1156,,4.8,32,OPERATIONAL,https://maps.google.com/?cid=3950792439156217941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Otago,Dunedin
