name,address,phone_national,phone_international,email,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,suburb_town,city,price,date_scraped,description,services
Bays Dental,"4/252 Forrest Hill Road, Forrest Hill, Auckland 0620, New Zealand",09 410 0042,+64 9 410 0042,,http://www.baysdental.co.nz/,4.8,143,OPERATIONAL,https://maps.google.com/?cid=12873772205853383777&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 9:00 AM – 5:30 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Forrest Hill,North Shore,no_prices,2026-03-18,,
Bayside Dental Centre,"86 Clyde Road, Browns Bay, Auckland 0630, New Zealand",09 478 8773,+64 9 478 8773,,http://www.baysidedental.co.nz/,4.9,243,OPERATIONAL,https://maps.google.com/?cid=6340971216310841017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,dentist,Auckland,Browns Bay,North Shore,no_prices,2026-03-18,,
Belich Dental,"2 Albury Avenue, Epsom, Auckland 1023, New Zealand",09 630 6382,+64 9 630 6382,,http://www.newmarketdentist.co.nz/,4.6,22,OPERATIONAL,https://maps.google.com/?cid=2463048158049204741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dentist,Auckland,Epsom,Auckland City,no_prices,2026-03-18,,
Belmont Dental Studio,"9 Williamson Avenue, Belmont, Auckland 0622, New Zealand",09 445 6347,+64 9 445 6347,,https://apac.dentalhub.online/soe/new/Belmont%20Dental%20Studio?pid=NZBEM01,4.7,15,OPERATIONAL,https://maps.google.com/?cid=10576378193938039119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Belmont,North Shore,no_prices,2026-03-18,,
Birkenhead Avenue Dental Centre,"51 Birkenhead Avenue, Birkenhead, Auckland 0626, New Zealand",09 480 7361,+64 9 480 7361,,http://www.birkenheadavenuedentalcentre.com/,3.3,20,OPERATIONAL,https://maps.google.com/?cid=1595161939144554474&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 9:00 AM – 4:00 PM; Wednesday: 9:00 AM – 4:00 PM; Thursday: 9:00 AM – 4:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,dentist,Auckland,Birkenhead,North Shore,no_prices,2026-03-18,,
Birkenhead Family Dental,"103a Onewa Road, Northcote, Auckland 0627, New Zealand",09 419 9120,+64 9 419 9120,,http://www.flossdental.co.nz/,5,14,OPERATIONAL,https://maps.google.com/?cid=8490919656935941914&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: Closed,dentist,Auckland,Northcote,North Shore,no_prices,2026-03-18,,
Bishop Dental,"8 Bishop Lenihan Place, East Tāmaki, Auckland 2013, New Zealand",09 277 4546,+64 9 277 4546,,http://www.bishopdental.co.nz/,4.5,73,OPERATIONAL,https://maps.google.com/?cid=10541528553858287423&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:30 PM; Tuesday: 9:00 AM – 4:30 PM; Wednesday: 9:00 AM – 4:30 PM; Thursday: 9:00 AM – 4:30 PM; Friday: 9:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,East Tāmaki,Manukau,no_prices,2026-03-18,,
Blockhouse Bay Dental Centre,"3A Heaphy Street, Blockhouse Bay, Auckland 0600, New Zealand",09 627 9970,+64 9 627 9970,,https://www.bhbdental.co.nz/?UTM_source=GBL,4.9,348,OPERATIONAL,https://maps.google.com/?cid=10377031284297524483&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 4:30 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dentist,Auckland,Blockhouse Bay,Waitakere,no_prices,2026-03-18,,
Botany Dental Practice | Lumino The Dentists,"Unit C/12 Amera Place, Huntington Park, Auckland 2013, New Zealand",09 361 7153,+64 9 361 7153,,https://lumino.co.nz/dentists/botany-dental-practice/,4.5,28,OPERATIONAL,https://maps.google.com/?cid=11927315682129289283&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Huntington Park,Manukau,no_prices,2026-03-18,,
Botany Family Dentist,"455D East Tamaki Road, East Tāmaki, Auckland 2013, New Zealand",09 272 2048,+64 9 272 2048,,http://www.botanydentists.co.nz/,4.7,99,OPERATIONAL,https://maps.google.com/?cid=4415155302112707036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 8:30 AM – 1:00 PM; Sunday: Closed,dentist,Auckland,East Tāmaki,Manukau,no_prices,2026-03-18,,
Botany Orthodontist - Coreen Loke,"2/123 Ormiston Road, Flat Bush, Auckland 2019, New Zealand",09 265 0085,+64 9 265 0085,,http://www.botanyorthodontics.co.nz/,4.8,34,OPERATIONAL,https://maps.google.com/?cid=14651492412433100788&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 9:00 AM – 1:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,orthodontist,Auckland,Flat Bush,Manukau,no_prices,2026-03-18,,
Botany South Dental,"2A/302 Te Irirangi Drive, Flat Bush, Auckland 2013, New Zealand",09 271 0008,+64 9 271 0008,,https://botanysouthdental.co.nz/,4.8,90,OPERATIONAL,https://maps.google.com/?cid=13545882203962838574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:30 PM; Tuesday: 9:00 AM – 6:30 PM; Wednesday: 9:00 AM – 5:30 PM; Thursday: 9:00 AM – 6:30 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Flat Bush,Manukau,no_prices,2026-03-18,,
Brent Wallwork Dental,"21-23 Elliot Street, Papakura, Auckland 2110, New Zealand",09 298 5124,+64 9 298 5124,,https://www.healthpoint.co.nz/dentistry/general-dentist/brent-wallwork-dental-limited/,5,7,OPERATIONAL,https://maps.google.com/?cid=13847118395349663942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 4:00 PM; Tuesday: 7:30 AM – 4:00 PM; Wednesday: 7:30 AM – 4:00 PM; Thursday: 7:30 AM – 4:00 PM; Friday: 7:30 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Papakura,Manukau,no_prices,2026-03-18,,
Browns Road Dental Centre,"5/235 Browns Road, Manurewa, Auckland 2102, New Zealand",09 267 9619,+64 9 267 9619,,http://brownsroaddental.co.nz/,4.6,46,OPERATIONAL,https://maps.google.com/?cid=6165907022679153406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Manurewa,Manukau,no_prices,2026-03-18,,
Burford Dental,"19 Alpers Avenue, Epsom, Auckland 1023, New Zealand",09 524 0424,+64 9 524 0424,,http://www.burforddental.co.nz/,4.9,65,OPERATIONAL,https://maps.google.com/?cid=7632762081773384951&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Epsom,Auckland City,no_prices,2026-03-18,,
Byron Dental - Dentist Takapuna,"2 Byron Avenue, Takapuna, Auckland 0622, New Zealand",09 489 8226,+64 9 489 8226,,http://www.byrondental.co.nz/,5,39,OPERATIONAL,https://maps.google.com/?cid=8815561955207652986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dentist,Auckland,Takapuna,North Shore,no_prices,2026-03-18,,
Caring 4 Smiles Dental Group,"475 Manukau Road, Epsom, Auckland 1023, New Zealand",09 631 5416,+64 9 631 5416,,https://www.caring4smiles.co.nz/,4.8,192,OPERATIONAL,https://maps.google.com/?cid=4154894714286726988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 5:30 PM; Tuesday: 7:30 AM – 5:30 PM; Wednesday: 7:30 AM – 5:30 PM; Thursday: 7:30 AM – 5:30 PM; Friday: 7:30 AM – 2:00 PM; Saturday: 7:30 AM – 2:00 PM; Sunday: Closed,dentist,Auckland,Epsom,Auckland City,no_prices,2026-03-18,,
Central Dental Centre,"760 Dominion Road, Mount Roskill, Auckland 1041, New Zealand",09 620 8188,+64 9 620 8188,,https://www.healthpoint.co.nz/dentistry/general-dentist/central-dental-centre-limited/,,,OPERATIONAL,https://maps.google.com/?cid=4165198355651015028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Auckland,Mount Roskill,Auckland City,no_prices,2026-03-18,,
Chapel Park Dental,"140 Chapel Road, Flat Bush, Manukau 2016, New Zealand",0800 437 645,+64 800 437 645,,http://www.chapelparkdental.co.nz/,4.2,278,OPERATIONAL,https://maps.google.com/?cid=8086191834147654274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 AM – 4:00 PM; Tuesday: 10:00 AM – 3:00 PM; Wednesday: 10:00 AM – 3:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 11:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Flat Bush,Manukau,no_prices,2026-03-18,,
City Dental Lounge,"AON Centre 12/29 Customs Street West, Auckland CBD, Auckland 1010, New Zealand",09 366 1322,+64 9 366 1322,,http://www.citydentallounge.nz/,5,101,OPERATIONAL,https://maps.google.com/?cid=8277697924611574976&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 9:00 AM – 5:30 PM; Thursday: 9:00 AM – 5:30 PM; Friday: 9:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Auckland CBD,Auckland City,no_prices,2026-03-18,,
Classics Dental Panmure,"144 Queens Road, Panmure, Auckland 1072, New Zealand",09 570 2823,+64 9 570 2823,,https://classicsdental.co.nz/,4.9,82,OPERATIONAL,https://maps.google.com/?cid=8833692112249440983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 10:00 AM – 5:30 PM; Wednesday: 10:00 AM – 5:30 PM; Thursday: 10:00 AM – 5:30 PM; Friday: 10:00 AM – 5:30 PM; Saturday: 10:00 AM – 5:30 PM; Sunday: Closed,dentist,Auckland,Panmure,Auckland City,no_prices,2026-03-18,,
Clean Teeth Dental,"585 Beach Road, Rothesay Bay, Auckland 0630, New Zealand",09 600 3110,+64 9 600 3110,,https://www.cleanteethdental.co.nz/,4.8,125,OPERATIONAL,https://maps.google.com/?cid=15738785091209879310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Rothesay Bay,North Shore,no_prices,2026-03-18,,
Clendon Dental Centre,"15 Palmers Road Clendon, Manurewa, Auckland 2103, New Zealand",09 266 0769,+64 9 266 0769,,http://www.clendondental.co.nz/,4.7,101,OPERATIONAL,https://maps.google.com/?cid=8961686064307295982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:30 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Manurewa,Manukau,no_prices,2026-03-18,,
Clinical Smiles,"110 Saint Lukes Road, Sandringham, Auckland 1025, New Zealand",0508 148 338,+64 508 148 338,,http://www.clinicalsmiles.co.nz/,4.9,27,OPERATIONAL,https://maps.google.com/?cid=17830636496104658304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 4:00 PM; Tuesday: 7:00 AM – 4:00 PM; Wednesday: 7:00 AM – 4:00 PM; Thursday: 7:00 AM – 5:00 PM; Friday: 7:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Sandringham,Auckland City,no_prices,2026-03-18,,
Clinical Smiles Waiheke Island,"2 Putiki Road, Ostend, Waiheke Island 1081, New Zealand",0210 282 3674,+64 210 282 3674,,https://www.clinicalsmiles.co.nz/,,,OPERATIONAL,https://maps.google.com/?cid=10072323181967801725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: Closed; Wednesday: 8:30 AM – 3:00 PM; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,dentist,Auckland,Ostend,Auckland City,no_prices,2026-03-18,,
Coast Dental,"160 Carlisle Road, Northcross, Auckland 0632, New Zealand",09 479 3160,+64 9 479 3160,,http://www.affordabledentists.co.nz/,4.9,513,OPERATIONAL,https://maps.google.com/?cid=8726812774604238061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: Closed,dentist,Auckland,Northcross,North Shore,no_prices,2026-03-18,,
Cole Nicholas Periodontics & Implants,"5 Saint Marks Road, Remuera, Auckland 1050, New Zealand",09 529 7949,+64 9 529 7949,,https://periodontics.co.nz/,4.3,33,OPERATIONAL,https://maps.google.com/?cid=7291256935328822711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:30 PM; Friday: 8:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Remuera,Auckland City,no_prices,2026-03-18,,
Confidentures Denture Clinic - Rosedale,"101F Apollo Drive, Rosedale, Auckland 0632, New Zealand",0800 669 000,+64 800 669 000,,https://confidentures.co.nz/locations/rosedale/,4.8,30,OPERATIONAL,https://maps.google.com/?cid=8213001454677165775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentures,Auckland,Rosedale,North Shore,no_prices,2026-03-18,,
Cosmetic Dental,"126B Remuera Road, Remuera, Auckland 1050, New Zealand",09 524 2515,+64 9 524 2515,,https://www.cosmeticdental.co.nz/,5,82,OPERATIONAL,https://maps.google.com/?cid=6869193445224928467&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Remuera,Auckland City,no_prices,2026-03-18,,
"Customs Street Dentist, Auckland CBD","5 Customs Street East, Auckland CBD, Auckland 1010, New Zealand",09 666 0050,+64 9 666 0050,,http://customsstdentist.co.nz/,4.6,98,OPERATIONAL,https://maps.google.com/?cid=5354118322750135856&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 7:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Auckland CBD,Auckland City,no_prices,2026-03-18,,
Dannemora Dental Centre,"1 Redcastle Drive, East Tāmaki, Auckland 2013, New Zealand",09 274 3305,+64 9 274 3305,,https://www.healthpoint.co.nz/dentistry/general-dentist/dannemora-dental-centre/,4.9,8,OPERATIONAL,https://maps.google.com/?cid=8541685227987388412&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,East Tāmaki,Manukau,no_prices,2026-03-18,,
Dazzle family dental,"Shop 3/1 Alberto Lane, Silverdale 0932, New Zealand",09 421 1140,+64 9 421 1140,,http://www.dazzlefamilydental.co.nz/,4.9,59,OPERATIONAL,https://maps.google.com/?cid=18250635044474495920&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 9:30 AM – 3:30 PM; Sunday: Closed,dentist,Auckland,Silverdale Auckland,Rodney,no_prices,2026-03-18,,
DBS Dental Studio,"55 Corinthian Drive, Albany, Auckland 0632, New Zealand",09 869 6478,+64 9 869 6478,,https://www.dbsdentalstudio.co.nz/,5,87,OPERATIONAL,https://maps.google.com/?cid=4008424237226060651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Albany,North Shore,no_prices,2026-03-18,,
Dent1st,"438 Glenfield Road, Glenfield, Auckland 0629, New Zealand",09 440 9379,+64 9 440 9379,,http://www.dent1st.co.nz/,4.1,71,OPERATIONAL,https://maps.google.com/?cid=14724316537373985361&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 8:30 AM – 5:00 PM; Sunday: 8:30 AM – 4:30 PM,dentist,Auckland,Glenfield,North Shore,no_prices,2026-03-18,,
Dental Artistry - Auckland Dentist,"Level 1/38 Broadway, Newmarket, Auckland 1023, New Zealand",09 524 4541,+64 9 524 4541,,https://dentalartistry.co.nz/,4.9,335,OPERATIONAL,https://maps.google.com/?cid=15647750568793069391&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: Closed,dentist,Auckland,Newmarket,Auckland City,no_prices,2026-03-18,,
Dental Boutique Auckland,"204 Jervois Road, Herne Bay, Auckland 1011, New Zealand",0800 005 200,+64 800 005 200,,https://dentalboutique.co.nz/,5,106,OPERATIONAL,https://maps.google.com/?cid=3955869421869510253&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Herne Bay,Auckland City,no_prices,2026-03-18,,
Dental Health with Anna Caldwell,"City Centre 3/79 Queen Street, Auckland CBD, Auckland 1010, New Zealand",027 727 5262,+64 27 727 5262,,https://www.annacaldwell.co.nz/,5,6,OPERATIONAL,https://maps.google.com/?cid=4827681838039731378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 2:00 – 8:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: Closed; Friday: 8:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Auckland CBD,Auckland City,no_prices,2026-03-18,,
Dental Hygiene Clinic,"120 Remuera Road, Remuera, Auckland 1050, New Zealand",09 520 0654,+64 9 520 0654,,https://www.dhclinic.co.nz/,5,17,OPERATIONAL,https://maps.google.com/?cid=12821978881170853944&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,hygienist,Auckland,Remuera,Auckland City,no_prices,2026-03-18,,
